make_standardized,model_raw,model_standardized
GREAT WALL,H6GT U,H6GT U
GREAT WALL,H7,H7
GREAT WALL,H7 VAN,H7 VAN
GREAT WALL,HAVAL,HAVAL
GREAT WALL,HAVAL6,HAVAL6
GREAT WALL,HAVALA,HAVALA
GREAT WALL,HAVAN,HAVAN
GREAT WALL,JAVAL,JAVAL
GREAT WALL,JOLION,JOLION
GREAT WALL,NPW,NPW
GREAT WALL,NPW CA,NPW CA
GREAT WALL,NPW GW,NPW GW
GREAT WALL,NPX CA,NPX CA
GREAT WALL,NPX GW,NPX GW
GREAT WALL,ORA,ORA
GREAT WALL,ORA 48,ORA 48
GREAT WALL,ORA 5,ORA 5
GREAT WALL,ORA 58,ORA 58
GREAT WALL,ORA 63,ORA 63
GREAT WALL,ORA EV,ORA EV
GREAT WALL,ORA GT,ORA GT
GREAT WALL,ORA HY,ORA HY
GREAT WALL,ORA LU,ORA LU
GREAT WALL,ORA UL,ORA UL
GREAT WALL,ORD 5,ORD 5
GREAT WALL,P01 T,P01 T
GREAT WALL,P01 TA,P01 TA
GREAT WALL,RED,RED
GREAT WALL,TABJ 5,TABJ 5
GREAT WALL,TANK,TANK
GREAT WALL,TANK 3,TANK 3
GREAT WALL,TANK 5,TANK 5
GREAT WALL,TANK H,TANK H
GREAT WALL,TANK P,TANK P
GREAT WALL,TANK U,TANK U
GREAT WALL,TANK30,TANK30
GREAT WALL,TANK50,TANK50
GREAT WALL,TK500,TK500
GREAT WALL,TNK300,TNK300
GREAT WALL,TNK500,TNK500
GREAT WALL,UTE,UTE
GREAT WALL,UTE AL,UTE AL
GREAT WALL,UTE CA,UTE CA
GREAT WALL,UTE DC,UTE DC
GREAT WALL,UTE XS,UTE XS
GREAT WALL,VANTA,VANTA
GREAT WALL,XSR,XSR
HAVAL,,
HAVAL,2024,2024
HAVAL,A01 HA,A01 HA
HAVAL,ALPHA,ALPHA
HAVAL,B01,B01
HAVAL,B01 HA,B01 HA
HAVAL,B16,B16
HAVAL,CANNON,CANNON
HAVAL,GT,GT
HAVAL,H,H
HAVAL,H6,H6
HAVAL,H6 FAC,H6 FAC
HAVAL,H6 G T,H6 G T
HAVAL,H6 GT,H6 GT
HAVAL,H6 HEV,H6 HEV
HAVAL,H6 HYB,H6 HYB
HAVAL,H6 LUX,H6 LUX
HAVAL,H6 PHE,H6 PHE
HAVAL,H6 PRE,H6 PRE
HAVAL,H6 U P,H6 U P
HAVAL,H6 ULT,H6 ULT
HAVAL,H6 UTR,H6 UTR
HAVAL,H6 VAN,H6 VAN
HAVAL,H6GT,H6GT
HAVAL,H6GT L,H6GT L
HAVAL,H6GT P,H6GT P
HAVAL,H6GT U,H6GT U
HAVAL,H6GTUL,H6GTUL
HAVAL,H6ULTR,H6ULTR
HAVAL,H7,H7
HAVAL,H7 HEV,H7 HEV
HAVAL,H7 ULT,H7 ULT
HAVAL,H7 VAN,H7 VAN
HAVAL,HAVAL,HAVAL
HAVAL,HG,HG
HAVAL,HOLION,HOLION
HAVAL,I30,I30
HAVAL,JOL,JOL
HAVAL,JOLI,JOLI
HAVAL,JOLIAN,JOLIAN
HAVAL,JOLIN,JOLIN
HAVAL,JOLION,JOLION
HAVAL,JOLIOO,JOLIOO
HAVAL,JOLLIO,JOLLIO
HAVAL,JULION,JULION
HAVAL,LOION,LOION
HAVAL,LUX,LUX
HAVAL,MST,MST
HAVAL,OLION,OLION
HAVAL,ORA,ORA
HAVAL,ORA  4,ORA 4
HAVAL,ORA 48,ORA 48
HAVAL,ORA 63,ORA 63
HAVAL,ORA GT,ORA GT
HAVAL,SILVER,SILVER
HAVAL,TANK,TANK
HAVAL,TANK 3,TANK 3
HAVAL,TANK 5,TANK 5
HAVAL,TANK H,TANK H
HAVAL,TANK30,TANK30
HAVAL,TIGUAN,TIGUAN
HAVAL,ULTRA,ULTRA
HAVAL,UTE XS,UTE XS
HAVAL,WAGON,WAGON
HAVAL,XSR,XSR
HOLDEN,CHEVRO,CHEVRO
HOLDEN,COMMOD,COMMOD
HOLDEN,CORVET,CORVET
HOLDEN,CRV,CRV
HOLDEN,GMC YU,GMC YU
HOLDEN,HOLDEN,HOLDEN
HOLDEN,HONDA,HONDA
HOLDEN,SILVEA,SILVEA
HOLDEN,SILVER,SILVER
HOLDEN,STATES,STATES
HOLDEN,VFGSSV,VFGSSV
HOLDEN,YUKON,YUKON
HOLDEN,ZRV,ZRV
HONDA,,
HONDA,1000M3,1000M3
HONDA,2025,2025
HONDA,400258,400258
HONDA,500NX,500NX
HONDA,5X5 70,5X5 70
HONDA,5X5700,5X5700
HONDA,750 HO,750 HO
HONDA,ACCORD,ACCORD
HONDA,ADVENT,ADVENT
HONDA,AFRICA,AFRICA
HONDA,C65FAL,C65FAL
HONDA,CB 125,CB 125
HONDA,CB1000,CB1000
HONDA,CB125,CB125
HONDA,CB125E,CB125E
HONDA,CB125F,CB125F
HONDA,CB125L,CB125L
HONDA,CB300F,CB300F
HONDA,CB300N,CB300N
HONDA,CB300R,CB300R
HONDA,CB350,CB350
HONDA,CB350F,CB350F
HONDA,CB45O,CB45O
HONDA,CB500,CB500
HONDA,CB500F,CB500F
HONDA,CB500R,CB500R
HONDA,CB500X,CB500X
HONDA,CB650R,CB650R
HONDA,CB750,CB750
HONDA,CB750A,CB750A
HONDA,CB750R,CB750R
HONDA,CBF,CBF
HONDA,CBF 12,CBF 12
HONDA,CBF125,CBF125
HONDA,CBF300,CBF300
HONDA,CBR100,CBR100
HONDA,CBR500,CBR500
HONDA,CBR50R,CBR50R
HONDA,CBR5R,CBR5R
HONDA,CBR600,CBR600
HONDA,CBR650,CBR650
HONDA,CER150,CER150
HONDA,CERATO,CERATO
HONDA,CERV H,CERV H
HONDA,CFR300,CFR300
HONDA,CIVIC,CIVIC
HONDA,CL500,CL500
HONDA,CL500A,CL500A
HONDA,CL500L,CL500L
HONDA,CMC500,CMC500
HONDA,CMX 11,CMX 11
HONDA,CMX 50,CMX 50
HONDA,CMX110,CMX110
HONDA,CMX500,CMX500
HONDA,CR V,CR V
HONDA,CR-V,CR-V
HONDA,CRC,CRC
HONDA,CRF,CRF
HONDA,CRF 11,CRF 11
HONDA,CRF 30,CRF 30
HONDA,CRF 45,CRF 45
HONDA,CRF RA,CRF RA
HONDA,CRF110,CRF110
HONDA,CRF125,CRF125
HONDA,CRF150,CRF150
HONDA,CRF230,CRF230
HONDA,CRF250,CRF250
HONDA,CRF300,CRF300
HONDA,CRF450,CRF450
HONDA,CRF45L,CRF45L
HONDA,CRF45O,CRF45O
HONDA,CRF45X,CRF45X
HONDA,CRV,CRV
HONDA,CRV BL,CRV BL
HONDA,CRV EH,CRV EH
HONDA,CRV  H,CRV H
HONDA,CRV HE,CRV HE
HONDA,CRV HY,CRV HY
HONDA,CRV RS,CRV RS
HONDA,CRV V,CRV V
HONDA,CRV  V,CRV V
HONDA,CRV VI,CRV VI
HONDA,CRV VT,CRV VT
HONDA,CRVVTL,CRVVTL
HONDA,CT10,CT10
HONDA,CT125,CT125
HONDA,CV,CV
HONDA,DIO 11,DIO 11
HONDA,DIO110,DIO110
HONDA,DIOS,DIOS
HONDA,EX5,EX5
HONDA,FIT,FIT
HONDA,FORZA,FORZA
HONDA,FORZA3,FORZA3
HONDA,GB350,GB350
HONDA,GB350C,GB350C
HONDA,GB350R,GB350R
HONDA,GB400,GB400
HONDA,GB500,GB500
HONDA,GL1800,GL1800
HONDA,GOLDIN,GOLDIN
HONDA,GOLDWI,GOLDWI
HONDA,HEV EH,HEV EH
HONDA,HONDA,HONDA
HONDA,HONDAZ,HONDAZ
HONDA,HORNET,HORNET
HONDA,HR V,HR V
HONDA,HR VIX,HR VIX
HONDA,HR-V,HR-V
HONDA,HRV,HRV
HONDA,HRV E,HRV E
HONDA,HRV EH,HRV EH
HONDA,HRV HE,HRV HE
HONDA,HRV V,HRV V
HONDA,HRV VI,HRV VI
HONDA,HZRV,HZRV
HONDA,HZV,HZV
HONDA,IMPREZ,IMPREZ
HONDA,JK29,JK29
HONDA,L15ZK5,L15ZK5
HONDA,MP3,MP3
HONDA,MW110,MW110
HONDA,NAKED,NAKED
HONDA,NAV110,NAV110
HONDA,NAVI,NAVI
HONDA,NAVI 1,NAVI 1
HONDA,NAVI L,NAVI L
HONDA,NAVI11,NAVI11
HONDA,NBOX,NBOX
HONDA,NCS110,NCS110
HONDA,NSC110,NSC110
HONDA,NSR250,NSR250
HONDA,NSS350,NSS350
HONDA,NT 110,NT 110
HONDA,NT1100,NT1100
HONDA,NVA110,NVA110
HONDA,NX500,NX500
HONDA,ODYSEY,ODYSEY
HONDA,ODYSSE,ODYSSE
HONDA,P700,P700
HONDA,PCX,PCX
HONDA,PCX 12,PCX 12
HONDA,PCX125,PCX125
HONDA,PCX150,PCX150
HONDA,PIONEE,PIONEE
HONDA,PRELUD,PRELUD
HONDA,PXC125,PXC125
HONDA,R 1250,R 1250
HONDA,R1300G,R1300G
HONDA,S660,S660
HONDA,SDH125,SDH125
HONDA,SELTOS,SELTOS
HONDA,SUPER,SUPER
HONDA,SWV2,SWV2
HONDA,SX1000,SX1000
HONDA,SX5700,SX5700
HONDA,SXS,SXS
HONDA,SXS 10,SXS 10
HONDA,SXS 70,SXS 70
HONDA,SXS100,SXS100
HONDA,SXS520,SXS520
HONDA,SXS700,SXS700
HONDA,TRANSA,TRANSA
HONDA,TRX042,TRX042
HONDA,TRX420,TRX420
HONDA,TRX500,TRX500
HONDA,TRX520,TRX520
HONDA,TYPE R,TYPE R
HONDA,TYPER,TYPER
HONDA,VARG,VARG
HONDA,VL750,VL750
HONDA,VRV,VRV
HONDA,WAGON,WAGON
HONDA,WW125,WW125
HONDA,WW125P,WW125P
HONDA,XL 750,XL 750
HONDA,XL TRA,XL TRA
HONDA,XL750,XL750
HONDA,XL750P,XL750P
HONDA,XL750S,XL750S
HONDA,XL750V,XL750V
HONDA,XR125,XR125
HONDA,XR150L,XR150L
HONDA,XR190,XR190
HONDA,XR190C,XR190C
HONDA,XR200R,XR200R
HONDA,XR400,XR400
HONDA,XR750,XR750
HONDA,ZEV,ZEV
HONDA,ZR,ZR
HONDA,ZR V,ZR V
HONDA,ZR900S,ZR900S
HONDA,ZRC,ZRC
HONDA,ZRV,ZRV
HONDA,ZRV EH,ZRV EH
HONDA,ZRV HE,ZRV HE
HONDA,ZRV HY,ZRV HY
HONDA,ZRV V,ZRV V
HONDA,ZRV VT,ZRV VT
HYUNDAI,,
HYUNDAI,120,120
HYUNDAI,130,130
HYUNDAI,130 HE,130 HE
HYUNDAI,130 N,130 N
HYUNDAI,2023,2023
HYUNDAI,2024,2024
HYUNDAI,2025,2025
HYUNDAI,24,24
HYUNDAI,25,25
HYUNDAI,25LE-7,25LE-7
HYUNDAI,30,30
HYUNDAI,ACCENT,ACCENT
HYUNDAI,BC3 V2,BC3 V2
HYUNDAI,CE V1,CE V1
HYUNDAI,CN7 V2,CN7 V2
HYUNDAI,CN7 V4,CN7 V4
HYUNDAI,CROSST,CROSST
HYUNDAI,D115SU,D115SU
HYUNDAI,D4HBRH,D4HBRH
HYUNDAI,D90,D90
HYUNDAI,ELEXI,ELEXI
HYUNDAI,ELEXIO,ELEXIO
HYUNDAI,EVERES,EVEREST
HYUNDAI,EX,EX
HYUNDAI,EX4 MW,EX4 MW
HYUNDAI,EX6,EX6
HYUNDAI,EX6MWB,EX6MWB
HYUNDAI,EX9,EX9
HYUNDAI,EX9MIG,EX9MIG
HYUNDAI,EXCITE,EXCITE
HYUNDAI,FORES,FORES
HYUNDAI,G6DUPA,G6DUPA
HYUNDAI,GENESI,GENESI
HYUNDAI,HL7579,HL7579
HYUNDAI,HL940,HL940
HYUNDAI,HL955A,HL955A
HYUNDAI,HL960,HL960
HYUNDAI,HL970T,HL970T
HYUNDAI,HS,HS
HYUNDAI,HX235L,HX235L
HYUNDAI,HX350,HX350
HYUNDAI,HYUNDA,HYUNDA
HYUNDAI,I20,I20
HYUNDAI,I20 N,I20 N
HYUNDAI,I20N,I20N
HYUNDAI,I30,I30
HYUNDAI,I30 AC,I30 AC
HYUNDAI,I30 DR,I30 DR
HYUNDAI,I30 EL,I30 EL
HYUNDAI,I30 HA,I30 HA
HYUNDAI,I30 HE,I30 HE
HYUNDAI,I30 HY,I30 HY
HYUNDAI,I30 MH,I30 MH
HYUNDAI,I30 N,I30 N
HYUNDAI,I30 NL,I30 NL
HYUNDAI,I30 PR,I30 PR
HYUNDAI,I30 SE,I30 SE
HYUNDAI,I30N,I30N
HYUNDAI,I30N P,I30N P
HYUNDAI,I3O,I3O
HYUNDAI,ILOAD,ILOAD
HYUNDAI,INOIQ,INOIQ
HYUNDAI,INSTER,INSTER
HYUNDAI,IONOQ,IONIQ
HYUNDAI,IONIC,IONIQ
HYUNDAI,IONIQ,IONIQ
HYUNDAI,IONIQ5,IONIQ 5
HYUNDAI,IONIQ6,IONIQ 6
HYUNDAI,IONIQ9,IONIQ9
HYUNDAI,IONQ5,IONQ5
HYUNDAI,K,K
HYUNDAI,KNA,KNA
HYUNDAI,KNOA,KNOA
HYUNDAI,KOAN H,KOAN H
HYUNDAI,KOMA,KOMA
HYUNDAI,KONA,KONA
HYUNDAI,KONA A,KONA A
HYUNDAI,KONA C,KONA C
HYUNDAI,KONA E,KONA E
HYUNDAI,KONA H,KONA H
HYUNDAI,KONA K,KONA K
HYUNDAI,KONA N,KONA N
HYUNDAI,KONA P,KONA P
HYUNDAI,KONA S,KONA S
HYUNDAI,KONAW,KONAW
HYUNDAI,KONDA,KONDA
HYUNDAI,KOONA,KOONA
HYUNDAI,KPNA,KPNA
HYUNDAI,LX2 V5,LX2 V5
HYUNDAI,MG5,MG5
HYUNDAI,MG5 VI,MG5 VI
HYUNDAI,MIFA,MIFA
HYUNDAI,MIGHTY,MIGHTY
HYUNDAI,MX 5 S,MX 5 S
HYUNDAI,MX5 SA,MX5 SA
HYUNDAI,MX5 V1,MX5 V1
HYUNDAI,MX5 V2,MX5 V2
HYUNDAI,MY23 I,MY23 I
HYUNDAI,MY23 S,MY23 S
HYUNDAI,MY23 V,MY23 V
HYUNDAI,NE V4,NE V4
HYUNDAI,NX4,NX4
HYUNDAI,NX4 TU,NX4 TU
HYUNDAI,NX4 V3,NX4 V3
HYUNDAI,NX4 V4,NX4 V4
HYUNDAI,OINIQ,OINIQ
HYUNDAI,OMODA,OMODA
HYUNDAI,ONA,ONA
HYUNDAI,OS KON,OS KON
HYUNDAI,OUTBAC,OUTBAC
HYUNDAI,OUTLAN,OUTLANDER
HYUNDAI,PALIDA,PALIDA
HYUNDAI,PALIS,PALIS
HYUNDAI,PALISA,PALISA
HYUNDAI,PALLIS,PALLIS
HYUNDAI,PANTEC,PANTEC
HYUNDAI,PAVISE,PAVISE
HYUNDAI,PD I30,PD I30
HYUNDAI,PDE V6,PDE V6
HYUNDAI,PDEV6,PDEV6
HYUNDAI,QASHQA,QASHQA
HYUNDAI,QT 3,QT 3
HYUNDAI,QT2,QT2
HYUNDAI,QT3,QT3
HYUNDAI,QV250,QV250
HYUNDAI,QX V5,QX V5
HYUNDAI,R80CR9,R80CR9
HYUNDAI,REXTON,REXTON
HYUNDAI,SANAT,SANAT
HYUNDAI,SANATA,SANATA
HYUNDAI,SANET,SANET
HYUNDAI,SANFE,SANFE
HYUNDAI,SANTA,SANTA
HYUNDAI,SANTAF,SANTAF
HYUNDAI,SANTE,SANTE
HYUNDAI,SONATA,SONATA
HYUNDAI,SONTA,SONTA
HYUNDAI,SPRCAB,SPRCAB
HYUNDAI,SRULWV,SRULWV
HYUNDAI,STA FE,STA FE
HYUNDAI,STAIA,STAIA
HYUNDAI,STARA,STARA
HYUNDAI,STARIA,STARIA
HYUNDAI,STRALI,STRALI
HYUNDAI,SX2 KO,SX2 KO
HYUNDAI,SX2 V1,SX2 V1
HYUNDAI,SX2 V2,SX2 V2
HYUNDAI,SX2 V3,SX2 V3
HYUNDAI,SYARIA,SYARIA
HYUNDAI,T60 LU,T60 LU
HYUNDAI,TCSON,TCSON
HYUNDAI,TIGGO,TIGGO
HYUNDAI,TIGGO4,TIGGO4
HYUNDAI,TIGUAN,TIGUAN
HYUNDAI,TRANSI,TRANSI
HYUNDAI,TUCON,TUCON
HYUNDAI,TUCOSN,TUCOSN
HYUNDAI,TUCSCO,TUCSCO
HYUNDAI,TUCSO,TUCSO
HYUNDAI,TUCSON,TUCSON
HYUNDAI,TUCSUN,TUCSUN
HYUNDAI,TUSCON,TUSCON
HYUNDAI,TUSON,TUSON
HYUNDAI,US4 V3,US4 V3
HYUNDAI,V3 TUC,V3 TUC
HYUNDAI,VAN,VAN
HYUNDAI,VEBUE,VEBUE
HYUNDAI,VENEU,VENEU
HYUNDAI,VENNUE,VENNUE
HYUNDAI,VENUE,VENUE
HYUNDAI,VENUR,VENUR
HYUNDAI,VNUE A,VNUE A
HYUNDAI,WAGON,WAGON
HYUNDAI,WHITE,WHITE
HYUNDAI,WRX,WRX
HYUNDAI,XTRAIL,XTRAIL
HYUNDAI,ZS,ZS
HYUNDAI,ZST EX,ZST EX
JAECOO,7,7
JAECOO,7 SUMM,7 SUMM
JAECOO,7TRACK,7TRACK
JAECOO,GREEN,GREEN
JAECOO,J5,J5
JAECOO,J5 BEV,J5 BEV
JAECOO,J5 EV,J5 EV
JAECOO,J5 RID,J5 RID
JAECOO,J5  SU,J5 SU
JAECOO,J5 SUM,J5 SUM
JAECOO,J54 BE,J54 BE
JAECOO,J5BEVE,J5BEVE
JAECOO,J7,J7
JAECOO,J7 COR,J7 COR
JAECOO,J7 MY2,J7 MY2
JAECOO,J7 RID,J7 RID
JAECOO,J7 SHS,J7 SHS
JAECOO,J7 SUM,J7 SUM
JAECOO,J7 TRA,J7 TRA
JAECOO,J77 MY,J77 MY
JAECOO,J8,J8
JAECOO,J8 MY2,J8 MY2
JAECOO,J8 RID,J8 RID
JAECOO,J8 TRA,J8 TRA
JAECOO,JAECOO,JAECOO
JAECOO,MY25 8,MY25 8
JAECOO,MY25 J,MY25 J
JAECOO,MY25 O,MY25 O
JAECOO,OMODA,OMODA
JAECOO,T7 SUM,T7 SUM
JAGUAR,408,408
JAGUAR,E PACE,E PACE
JAGUAR,EPACE,EPACE
JAGUAR,F PACE,F PACE
JAGUAR,F TYPE,F TYPE
JAGUAR,F-PACE,F-PACE
JAGUAR,F-TYPE,F-TYPE
JAGUAR,FPACE,FPACE
JAGUAR,FTYPE,FTYPE
JAGUAR,H6,H6
JAGUAR,I PACE,I PACE
JAGUAR,IPACE,IPACE
JAGUAR,MY24 F,MY24 F
JAGUAR,P250 R,P250 R
JAGUAR,XE,XE
JAGUAR,XE 300,XE 300
JAGUAR,XE P30,XE P30
JAGUAR,XE15,XE15
JAGUAR,XE300,XE300
JAGUAR,XF,XF
JEEP,AVENGE,AVENGE
JEEP,CHEROK,CHEROK
JEEP,COMPAS,COMPAS
JEEP,GLADIA,GLADIA
JEEP,GLADIT,GLADIT
JEEP,GRAND,GRAND
JEEP,GRD CH,GRD CH
JEEP,GRDCHK,GRDCHK
JEEP,PATRIO,PATRIO
JEEP,RENEGA,RENEGA
JEEP,RUBICO,RUBICO
JEEP,WAGONR,WAGONR
JEEP,WRAGLE,WRAGLE
JEEP,WRAN99,WRAN99
JEEP,WRANG,WRANG
JEEP,WRANGE,WRANGE
JEEP,WRANGL,WRANGL
KGM,ACTYON,ACTYON
KGM,MUSSO,MUSSO
KGM,REXTON,REXTON
KGM,SELTOS,SELTOS
KGM,SPORTA,SPORTA
KGM,TORRES,TORRES
KIA,2025,2025
KIA,2026,2026
KIA,ARIYA,ARIYA
KIA,BD CER,BD CER
KIA,BDH CE,BDH CE
KIA,CANRIV,CANRIV
KIA,CAR,CAR
KIA,CARBIV,CARBIV
KIA,CARINV,CARINV
KIA,CARIVA,CARIVA
KIA,CARN,CARN
KIA,CARNI,CARNI
KIA,CARNIA,CARNIA
KIA,CARNIV,CARNIV
KIA,CARNVA,CARNVA
KIA,CARNVI,CARNVI
KIA,CARNVL,CARNVL
KIA,CARVIV,CARVIV
KIA,CEARTO,CEARTO
KIA,CERAAT,CERAAT
KIA,CERARO,CERARO
KIA,CERAT,CERAT
KIA,CERAT0,CERAT0
KIA,CERATO,CERATO
KIA,CERRAT,CERRAT
KIA,CERTAO,CERTAO
KIA,CERTAT,CERTAT
KIA,CERTO,CERTO
KIA,CK STI,CK STI
KIA,CL4M,CL4M
KIA,CL4M K,CL4M K
KIA,CRANIV,CRANIV
KIA,CV EV6,CV EV6
KIA,CVEV6,CVEV6
KIA,D4HEPH,D4HEPH
KIA,DE NIR,DE NIR
KIA,EV 3,EV 3
KIA,EV 5,EV 5
KIA,EV 5 E,EV 5 E
KIA,EV 6,EV 6
KIA,EV 9,EV 9
KIA,EV3,EV3
KIA,EV3 A,EV3 A
KIA,EV3 AI,EV3 AI
KIA,EV3 EA,EV3 EA
KIA,EV3 GT,EV3 GT
KIA,EV4,EV4
KIA,EV4 AI,EV4 AI
KIA,EV4 CT,EV4 CT
KIA,EV4 EA,EV4 EA
KIA,EV4 GT,EV4 GT
KIA,EV5,EV5
KIA,EV5 AI,EV5 AI
KIA,EV5 EA,EV5 EA
KIA,EV5 GT,EV5 GT
KIA,EV5 OV,EV5 OV
KIA,EV6,EV6
KIA,EV6 AI,EV6 AI
KIA,EV6 EL,EV6 EL
KIA,EV6 GT,EV6 GT
KIA,EV6 RW,EV6 RW
KIA,EV6GT,EV6GT
KIA,EV9,EV9
KIA,EV9 GT,EV9 GT
KIA,EVA,EVA
KIA,EVERES,EVEREST
KIA,EX5,EX5
KIA,G10,G10
KIA,G4FTSH,G4FTSH
KIA,G4LASP,G4LASP
KIA,G4LCPS,G4LCPS
KIA,GREY,GREY
KIA,I30,I30
KIA,JA PIC,JA PIC
KIA,JOLION,JOLION
KIA,K4,K4
KIA,K4 CL4,K4 CL4
KIA,K4 GT,K4 GT
KIA,K4 GTL,K4 GTL
KIA,K4 MY2,K4 MY2
KIA,K4 S,K4 S
KIA,K4 SPO,K4 SPO
KIA,KA,KA
KIA,KA GT,KA GT
KIA,KA4,KA4
KIA,KA4 CA,KA4 CA
KIA,KA4 PE,KA4 PE
KIA,MQ4,MQ4
KIA,MQ4 PE,MQ4 PE
KIA,MQ4 SO,MQ4 SO
KIA,MU X,MU X
KIA,MUSSO,MUSSO
KIA,MV EV9,MV EV9
KIA,NERO,NERO
KIA,NIR0,NIR0
KIA,NIRO,NIRO
KIA,NIRO E,NIRO E
KIA,NIRO G,NIRO G
KIA,NIRO H,NIRO H
KIA,NIRO S,NIRO S
KIA,NQ5,NQ5
KIA,NQ5 SP,NQ5 SP
KIA,OMODA,OMODA
KIA,OVC EV,OVC EV
KIA,PCIANT,PCIANT
KIA,PE CAR,PE CAR
KIA,PE CER,PE CER
KIA,PE SOR,PE SOR
KIA,PICAN,PICAN
KIA,PICANO,PICANO
KIA,PICANT,PICANT
KIA,PICATO,PICATO
KIA,PICNAT,PICNAT
KIA,PINCAT,PINCAT
KIA,QASHQA,QASHQA
KIA,R,R
KIA,RIO,RIO
KIA,RIO GT,RIO GT
KIA,RIO PE,RIO PE
KIA,RIO S,RIO S
KIA,RIO SP,RIO SP
KIA,RIO ST,RIO ST
KIA,SANTA,SANTA
KIA,SEALIO,SEALIO
KIA,SEDAN,SEDAN
KIA,SELOTS,SELOTS
KIA,SELT,SELT
KIA,SELTO,SELTO
KIA,SELTOC,SELTOC
KIA,SELTOD,SELTOD
KIA,SELTOS,SELTOS
KIA,SELTS,SELTS
KIA,SERENT,SERENT
KIA,SETLOS,SETLOS
KIA,SETOS,SETOS
KIA,SG2 NI,SG2 NI
KIA,SL10,SL10
KIA,SLTOS,SLTOS
KIA,SO,SO
KIA,SOENTO,SOENTO
KIA,SOERNT,SOERNT
KIA,SONIC,SONIC
KIA,SORE,SORE
KIA,SOREN,SOREN
KIA,SORENO,SORENO
KIA,SORENT,SORENT
KIA,SORETN,SORETN
KIA,SORNET,SORNET
KIA,SORNTO,SORNTO
KIA,SORREN,SORREN
KIA,SORRET,SORRET
KIA,SORTAG,SORTAG
KIA,SP,SP
KIA,SP2,SP2
KIA,SP2 SE,SP2 SE
KIA,SPARTA,SPARTA
KIA,SPORAG,SPORAG
KIA,SPORAT,SPORAT
KIA,SPORGA,SPORGA
KIA,SPORT,SPORT
KIA,SPORTA,SPORTA
KIA,SP0RTA,SPORTA
KIA,SPORTG,SPORTG
KIA,SPORTR,SPORTR
KIA,SPORTS,SPORTS
KIA,SPOTRA,SPOTRA
KIA,SPPORT,SPPORT
KIA,SPRENT,SPRENT
KIA,SPROTA,SPROTA
KIA,SPTAGE,SPTAGE
KIA,STINGE,STINGE
KIA,STINIC,STINIC
KIA,STOIC,STOIC
KIA,STONC,STONC
KIA,STONI,STONI
KIA,STONIC,STONIC
KIA,STORTA,STORTA
KIA,SWIFT,SWIFT
KIA,TANK 3,TANK 3
KIA,TASAMA,TASAMA
KIA,TASMAN,TASMAN
KIA,TIGGO,TIGGO
KIA,TK,TK
KIA,TK TAS,TK TAS
KIA,TUCSON,TUCSON
KIA,VENUE,VENUE
KIA,WAGON,WAGON
KIA,X TRAI,X TRAI
KIA,XTRAIL,XTRAIL
KIA,YB RIO,YB RIO
KIA,YB STO,YB STO
KIA,YBW ST,YBW ST
LEXUS,1ZA8MV,1ZA8MV
LEXUS,ENX250,ENX250
LEXUS,ES,ES
LEXUS,ES 500,ES 500
LEXUS,ES250,ES250
LEXUS,ES300,ES300
LEXUS,ES300H,ES300H
LEXUS,ES300S,ES300S
LEXUS,EX350H,EX350H
LEXUS,G10,G10
LEXUS,GX,GX
LEXUS,GX50,GX50
LEXUS,GX550,GX550
LEXUS,L5500H,L5500H
LEXUS,LBX,LBX
LEXUS,LBX 2W,LBX 2W
LEXUS,LBX LU,LBX LU
LEXUS,LBX MO,LBX MO
LEXUS,LBX SP,LBX SP
LEXUS,LC500,LC500
LEXUS,LC500C,LC500C
LEXUS,LC500H,LC500H
LEXUS,LEXUS,LEXUS
LEXUS,LM350H,LM350H
LEXUS,LM500H,LM500H
LEXUS,LS500,LS500
LEXUS,LS500H,LS500H
LEXUS,LX,LX
LEXUS,LX350H,LX350H
LEXUS,LX500D,LX500D
LEXUS,LX50D,LX50D
LEXUS,LX550D,LX550D
LEXUS,LX600,LX600
LEXUS,LX700H,LX700H
LEXUS,M15AZ0,M15AZ0
LEXUS,MORIZO,MORIZO
LEXUS,NH450H,NH450H
LEXUS,NX,NX
LEXUS,NX 350,NX 350
LEXUS,NX250,NX250
LEXUS,NX350,NX350
LEXUS,NX350H,NX350H
LEXUS,NX450,NX450
LEXUS,NX450H,NX450H
LEXUS,NZ450H,NZ450H
LEXUS,RC550H,RC550H
LEXUS,RX,RX
LEXUS,RX AL3,RX AL3
LEXUS,RX350,RX350
LEXUS,RX350F,RX350F
LEXUS,RX350H,RX350H
LEXUS,RX450E,RX450E
LEXUS,RX450H,RX450H
LEXUS,RX500H,RX500H
LEXUS,RXH,RXH
LEXUS,RZ,RZ
LEXUS,RZ450E,RZ450E
LEXUS,RZ500,RZ500
LEXUS,RZ500E,RZ500E
LEXUS,RZ550E,RZ550E
LEXUS,UX,UX
LEXUS,UX200,UX200
LEXUS,UX250H,UX250H
LEXUS,UX300E,UX300E
LEXUS,UX300H,UX300H
LEXUS,UX50H,UX50H
LOTUS,ELETRE,ELETRE
LOTUS,EMEYA,EMEYA
LOTUS,EMIRA,EMIRA
MAHINDRA,,
MAHINDRA,3650,3650
MAHINDRA,3XO,3XO
MAHINDRA,3XO XU,3XO XU
MAHINDRA,3XOAX7,3XOAX7
MAHINDRA,4025,4025
MAHINDRA,5 SERI,5 SERI
MAHINDRA,7580,7580
MAHINDRA,AX7L,AX7L
